,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
484,106,0,20,1809873.32,1,0.999889,4084040.02,,,0.999772,13060.08,0.999889,8537.0,0.999843,-1.0597706,2,0_20_106
485,107,0,20,0.0,0,1.001784,1794725.24,,,1.001388,126325.5,1.001784,278.36,1.001783,-6.1398745,2,0_20_107
486,108,0,20,534587.12,-1,1.000482,8953949.07,,,1.000015,22852.53,1.001067,42925.68,1.000381,-2.5498867,2,0_20_108
487,109,0,20,366204.38,1,0.999872,7975774.1,,,0.999716,173917.8,1.000028,7128.42,1.000016,5.4705143,2,0_20_109
488,110,0,20,7255313.86,1,1.000448,16737756.9,,,1.00031,18379.44,1.000448,14474.0,1.000387,-2.5302172,2,0_20_110
489,111,0,20,275635.44,-1,1.00035,709117.34,,,1.00035,9732.0,1.000761,17524.8,1.000497,-10.660291,2,0_20_111
490,112,0,20,69468717.75,-1,1.000125,205705306.37,,,1.000125,173311.6,1.000194,24177.9,1.000185,3.6895275,2,0_20_112
491,113,0,20,2296308.78,-1,0.999828,4644559.31,,,0.999778,30997.12,1.000101,14094.15,1.0,-5.5599213,2,0_20_113
492,114,0,20,967889.84,-1,0.998869,973156.14,,,0.998652,24081.6,1.000529,14143.32,0.999835,10.340214,2,0_20_114
493,115,0,20,0.0,0,1.000739,12547508.62,,,0.999805,21675.28,1.000962,493.19,1.000936,-7.429719,2,0_20_115
494,116,0,20,1522492.57,-1,1.000522,2368036.09,,,1.000304,22412.62,1.000631,13598.98,1.000508,6.5398216,2,0_20_116
495,117,0,20,736475.72,-1,1.000208,1102950.16,,,1.000208,121558.5,1.000837,259074.6,1.000409,7.389784,2,0_20_117
496,118,0,20,710137.84,1,0.999479,8077621.05,,,0.998384,3144.08,1.000537,1575.43,0.999819,3.44038,2,0_20_118
497,119,0,20,0.0,0,1.000957,1908528.07,,,1.000297,27304.0,1.000993,819.69,1.000973,3.3795834,2,0_20_119
498,120,0,20,5777948.2,-1,1.000533,3699621.61,,,1.000393,86914.7,1.000674,65436.1,1.000553,8.31008,2,0_20_120
499,121,0,20,739332.44,1,1.000138,29318437.3,,,0.999848,81726.12,1.000138,34484.45,1.000052,6.1798096,2,0_20_121
500,122,0,20,271732.29,-1,0.99989,3314099.77,,,0.99989,176331.96,1.000389,95859.05,1.000213,19.869804,2,0_20_122
501,123,0,20,1107887.54,1,1.000838,9695535.31,,,1.000692,57738.85,1.000838,41004.0,1.000778,6.8104267,2,0_20_123
502,124,0,20,271081.32,-1,1.000207,2318129.79,,,1.000207,1331.28,1.001018,15692.24,1.00027,-13.499856,2,0_20_124
503,125,0,20,2800228.81,-1,1.000415,2078394.44,,,1.000304,7006.74,1.001751,8996.0,1.000938,9.030104,2,0_20_125
504,126,0,20,2643136.39,1,1.00034,21059783.53,,,1.000211,23313.0,1.00034,111761.36,1.000233,-7.3200464,2,0_20_126
505,127,0,20,591812.13,1,1.001181,1706971.16,,,1.00079,10044.72,1.001209,25840.08,1.000907,8.100271,2,0_20_127
506,128,0,20,1714464.38,1,1.000575,3551136.07,,,1.000421,19437.0,1.000575,136792.8,1.00044,-3.9297342,2,0_20_128
507,129,0,20,0.0,0,1.000548,123264.19,,,1.000307,7006.74,1.002961,4157.0,1.001974,-2.6202202,2,0_20_129
508,130,0,20,8279357.07,1,1.000519,17360993.26,,,1.000435,20207.04,1.000519,17442.05,1.00048,-3.1101704,2,0_20_130
509,131,0,20,1849318.23,1,1.000542,3647299.16,,,1.000159,29161.08,1.000669,10039.04,1.000539,18.24975,2,0_20_131
510,132,0,20,11814980.02,1,0.999495,12684427.32,,,0.998834,36230.0,0.999495,111662.32,0.998996,4.4703484,2,0_20_132
511,133,0,20,1244064.95,1,1.000442,12535586.14,,,0.999987,988.91,1.000533,72229.85,0.999994,2.8598309,2,0_20_133
512,134,0,20,8257940.01,-1,1.000227,3588700.8,,,1.000227,69202.7,1.000931,113176.98,1.000495,10.499954,2,0_20_134
513,136,0,20,1347246.56,1,1.000513,2959313.53,,,1.000036,29183.28,1.000513,12836.7,1.000367,2.0897388,2,0_20_136
514,137,0,20,4264515.0,1,1.001386,7038930.93,,,1.001041,65481.13,1.001444,57340.8,1.001256,-18.460155,2,0_20_137
515,138,0,20,190836.12,-1,0.999614,435130.36,,,0.999614,5287.5,1.000414,20191.14,0.99978,0.90003014,2,0_20_138
516,139,0,20,412026.87,-1,1.000294,3111408.78,,,1.000294,2711.5,1.000608,15955.0,1.00034,-4.2700768,2,0_20_139
517,140,0,20,11474328.53,1,1.000562,37564096.61,,,1.000247,36225.4,1.000562,24602.88,1.000434,-0.6097555,2,0_20_140
518,141,0,20,4556605.91,-1,1.000422,43368477.51,,,1.000422,14347.05,1.000633,37509.12,1.00048,-8.710027,2,0_20_141
519,142,0,20,25481844.28,-1,1.000224,44298312.2,,,1.000203,4359.24,1.00041,4844.6,1.000301,1.4603138,2,0_20_142
520,143,0,20,222693.73,-1,0.999832,669060.22,,,0.999832,16640.79,1.000517,40819.04,1.000031,-1.9997358,2,0_20_143
521,144,0,20,2037088.82,1,1.000123,6189004.74,,,1.000002,18858.15,1.000366,8320.38,1.000254,1.2302399,2,0_20_144
522,145,0,20,18189161.4,1,1.001714,3762688.06,,,1.000907,32272.5,1.001714,15652.35,1.00145,-0.29027462,2,0_20_145
523,146,0,20,0.0,0,0.999652,1977593.51,,,0.999547,15237.6,1.000334,7243.56,1.000081,-7.6699257,2,0_20_146
524,147,0,20,5783771.33,1,1.001245,2176916.47,,,1.000702,88906.32,1.001245,59856.24,1.001026,-5.5402517,2,0_20_147
525,148,0,20,20323890.72,1,1.000878,7446957.38,,,1.000878,41178.0,1.001023,4598.88,1.001009,9.059906,2,0_20_148
526,149,0,20,29050.62,-1,1.000088,3809238.35,,,0.999983,33986.73,1.000299,18993.0,1.000185,5.079508,2,0_20_149
527,151,0,20,30866334.26,1,0.999916,44227022.34,,,0.999916,206033.31,1.000097,151184.88,1.000021,8.620024,2,0_20_151
528,152,0,20,7756286.35,1,0.999657,2873358.54,,,0.999336,8560.25,0.99992,3083.49,0.999765,-9.499788,2,0_20_152
529,154,0,20,0.0,0,0.999856,5146051.61,,,0.999856,46482.08,1.000175,15175.65,1.000097,-0.5400181,2,0_20_154
530,155,0,20,0.0,0,1.000884,557125.86,,,1.000321,14817.4,1.000884,20052.08,1.000561,8.130074,2,0_20_155
531,157,0,20,1109962.39,-1,1.000358,7783567.0,,,1.000016,32164.0,1.000482,321.79,1.000477,1.5199184,2,0_20_157
532,158,0,20,300420.77,-1,0.998841,2035265.39,,,0.998682,28778.16,0.99979,2464.02,0.999703,10.310411,2,0_20_158
533,159,0,20,275415.56,-1,1.000638,1856308.46,,,1.000638,25714.26,1.000954,7331.2,1.000884,-18.829704,2,0_20_159
534,160,0,20,6071992.43,1,1.000136,24011203.33,,,1.000072,7810.0,1.0002,15778.22,1.000115,5.9998035,2,0_20_160
535,161,0,20,3557911.88,-1,1.000034,3454932.72,,,0.999869,12071.0,1.000448,1207.8,1.000396,1.6200542,2,0_20_161
536,162,0,20,2800156.39,1,1.000692,7262371.91,,,1.000256,4592.5,1.000746,55504.58,1.000294,-7.1799755,2,0_20_162
537,163,0,20,0.0,0,1.000202,62017988.67,,,0.999899,21022.96,1.000202,10729.25,1.0001,1.1694431,2,0_20_163
538,164,0,20,3713052.59,-1,1.000813,4176637.48,,,1.000813,16194.9,1.001019,8755.8,1.000947,-1.040101,2,0_20_164
539,165,0,20,1231831.51,-1,1.000729,2129075.53,,,1.000412,82245.36,1.001046,45538.36,1.00082,4.450083,2,0_20_165
540,166,0,20,3363407.61,-1,1.000875,19932066.05,,,1.000875,99330.64,1.001134,25882.1,1.001081,0.48995018,2,0_20_166
541,167,0,20,725826.56,1,1.000331,2574452.49,,,1.000219,27970.8,1.000331,8966.0,1.000304,4.75049,2,0_20_167
542,168,0,20,2263520.97,-1,1.000611,212139445.13,,,1.000454,16626.65,1.000731,3326.25,1.000685,1.8703938,2,0_20_168
543,169,0,20,0.0,0,0.999993,5778303.07,,,0.99902,36952.0,1.000075,9617.66,0.999857,-3.12984,2,0_20_169
544,170,0,20,2516608.05,-1,1.001138,3643961.12,,,1.001138,15329.78,1.00127,151.8,1.001269,-3.039837,2,0_20_170
545,171,0,20,0.0,0,1.000397,15515417.93,,,1.000349,1649.2,1.000688,65577.96,1.000357,-0.33974648,2,0_20_171
546,172,0,20,564658.76,1,1.000316,136578.34,,,0.999368,12644.0,1.000474,6329.0,1.000105,-25.200249,2,0_20_172
547,173,0,20,427309.22,-1,1.000115,1084916.44,,,1.000373,11422.4,1.000994,4068.12,1.000831,-3.6400557,2,0_20_173
548,174,0,20,541038.2,-1,1.002992,1150143.76,,,1.002992,6502.0,1.003146,6047.79,1.003072,-27.149916,2,0_20_174
549,175,0,20,84979556.52,1,1.000493,107274307.13,,,1.000151,13461.8,1.000556,2693.45,1.000489,1.7499924,2,0_20_175
550,176,0,20,7603399.18,-1,1.000621,8454379.6,,,1.000357,69092.19,1.000885,40396.16,1.00069,9.529591,2,0_20_176
551,177,0,20,0.0,0,1.001778,918468.72,,,1.000717,27847.2,1.001778,5949.3,1.001591,-25.730133,2,0_20_177
552,178,0,20,6988196.56,1,1.000319,12463706.53,,,0.999922,38900.01,1.000345,29848.57,1.000162,18.019676,2,0_20_178
553,179,0,20,5113775.68,1,0.999645,99822855.76,,,0.99956,79060.5,0.999702,8082.89,0.999689,-3.1602383,2,0_20_179
554,180,0,20,773109.45,1,1.000916,2158132.54,,,1.000294,52021.2,1.000916,13295.06,1.000789,0.30994415,2,0_20_180
555,181,0,20,529491.33,-1,1.000258,1986682.33,,,1.000258,7379.24,1.000557,35397.36,1.00031,3.0004978,2,0_20_181
556,182,0,20,1399666.54,-1,1.000515,1525970.26,,,1.000515,13836.0,1.000732,76852.58,1.000548,11.850595,2,0_20_182
557,183,0,20,2103673.53,-1,1.000407,21189358.17,,,1.000407,28710.0,1.000752,23062.95,1.000598,-3.9702654,2,0_20_183
558,184,0,20,557295.06,-1,1.00009,2323867.92,,,1.0,52815.18,1.000448,11171.0,1.00037,-6.8998337,2,0_20_184
559,185,0,20,1485638.19,-1,1.000813,2944051.24,,,1.000775,267.12,1.00115,40617.44,1.000778,5.9604645,2,0_20_185
560,186,0,20,9877694.2,1,1.000381,10547440.85,,,1.000245,26690.26,1.000381,7374.0,1.000351,-0.770092,2,0_20_186
561,187,0,20,11474388.01,-1,1.000568,8036745.05,,,1.000498,12660.56,1.000707,38709.1,1.00055,6.74963,2,0_20_187
562,188,0,20,1171675.13,1,1.003383,2516085.09,,,1.002797,11051.0,1.003383,10286.0,1.0031,-15.4697895,2,0_20_188
563,189,0,20,701347.75,-1,1.000851,3584478.91,,,1.000851,977.02,1.000963,8971.83,1.000862,12.439489,2,0_20_189
564,190,0,20,1860076.98,-1,1.000452,10335744.44,,,0.999982,510.02,1.000903,85762.32,0.999987,5.379915,2,0_20_190
565,191,0,20,361677093.67,1,1.00167,122656737.89,,,1.001458,70884.0,1.001684,465104.0,1.001488,-5.970001,2,0_20_191
566,192,0,20,270360.01,1,1.000493,3928218.13,,,0.999882,55848.6,1.000569,29648.94,1.000331,-12.710094,2,0_20_192
567,193,0,20,17753190.9,-1,0.999542,46175841.86,,,0.999542,40866.64,0.999689,13534.0,0.999653,2.1600723,2,0_20_193
568,194,0,20,159403.63,1,1.001398,1449865.8,,,1.000956,14975.4,1.001398,47670.0,1.001062,-9.999871,2,0_20_194
569,195,0,20,1034201.45,1,1.000211,11551015.52,,,1.000211,64413.44,1.000437,17700.0,1.000388,5.890131,2,0_20_195
570,196,0,20,0.0,0,1.000594,4791323.74,,,1.000444,7609.5,1.000594,33780.56,1.000472,-0.029802322,2,0_20_196
571,197,0,20,40535.7,-1,1.000048,3113594.94,,,1.000048,141.74,1.00033,16021.14,1.00005,-6.8199635,2,0_20_197
572,198,0,20,13496480.93,1,1.000288,27604966.3,,,1.000288,194588.16,1.000459,99766.88,1.000401,2.5999546,2,0_20_198
573,0,0,30,1299772.7,1,1.000133,15261106.63,,,1.000026,55998.0,1.000133,46203.3,1.000085,5.4502487,3,0_30_0
574,1,0,30,165923.2,-1,0.999896,1642894.96,,,0.999896,4254.0,1.000308,3574.83,1.00012,-5.1498413,3,0_30_1
575,2,0,30,169764.64,-1,0.999351,1952483.25,,,0.999193,18974.0,0.999877,189.87,0.99987,-5.8197975,3,0_30_2
576,3,0,30,10874033.58,-1,0.999827,19433394.31,,,0.999784,155734.8,1.000042,11625.0,1.000024,1.1301041,3,0_30_3
577,4,0,30,413690.7,-1,0.999878,17894474.21,,,0.999878,14468.0,1.000085,1012.97,1.000071,-2.5898218,3,0_30_4
578,5,0,30,0.0,0,1.001287,13688088.12,,,1.001083,245.66,1.00202,124912.12,1.001085,-3.0899048,3,0_30_5
579,6,0,30,682359.43,1,1.00022,3935113.96,,,1.00001,4761.8,1.000388,2381.8,1.000262,0.56028366,3,0_30_6
580,7,0,30,8473526.63,1,1.000643,22200678.33,,,1.000083,12209.78,1.00069,22505.35,1.000297,-6.9099665,3,0_30_7
581,8,0,30,1438227.07,1,0.999875,10429857.85,,,0.999575,15178.45,1.000377,522991.69,0.999598,-1.090169,3,0_30_8
582,9,0,30,2727039.0,-1,1.001291,6561620.1,,,1.001291,10421.04,1.001614,18615.0,1.001407,-6.759763,3,0_30_9
583,10,0,30,9821786.15,-1,1.000364,9500423.14,,,1.000311,14295.6,1.000736,16371.66,1.000509,3.8599968,3,0_30_10
584,11,0,30,1417317.61,-1,1.000862,2160393.29,,,1.000692,23509.0,1.002948,56313.18,1.001357,-13.610125,3,0_30_11
585,12,0,30,10168196.92,1,1.001133,15123925.96,,,1.001007,5025.09,1.0013,29441.28,1.00105,8.020401,3,0_30_12
586,13,0,30,4377985.38,1,0.999624,8410474.24,,,0.999231,12711.0,0.999702,3815.1,0.999594,-5.5402517,3,0_30_13
587,14,0,30,7604327.51,1,1.000883,40243424.77,,,1.000673,69805.75,1.000916,9268.5,1.000887,-0.770092,3,0_30_14
588,15,0,30,4305821.31,1,1.000573,1929785.15,,,1.000436,29056.0,1.000573,290.6,1.000572,-2.7799606,3,0_30_15
589,16,0,30,355473.38,1,1.00004,4318424.65,,,0.999258,1647.03,1.000186,2198.08,0.999655,-0.83982944,3,0_30_16
590,17,0,30,11225144.89,-1,1.000387,28475098.73,,,1.000359,7265.16,1.000995,7269.78,1.000677,-11.889935,3,0_30_17
591,18,0,30,469967.53,-1,0.999664,1310388.43,,,0.999664,10950.0,0.999847,33951.2,0.999709,8.939505,3,0_30_18
592,19,0,30,0.0,0,0.99978,2815450.75,,,0.999443,35558.0,1.001748,5524.2,1.001438,17.750263,3,0_30_19
593,20,0,30,3120159.08,1,1.000364,2501315.18,,,0.999592,34684.22,1.000512,1348.2,1.000478,-0.079870224,3,0_30_20
594,21,0,30,786755.65,-1,0.999385,1567886.12,,,0.999385,7932.03,0.999645,23879.3,0.99945,-3.7300587,3,0_30_21
595,22,0,30,4697830.5,1,1.002069,7078304.99,,,1.001839,8704.0,1.002069,13059.0,1.001931,-12.220144,3,0_30_22
596,23,0,30,0.0,0,1.000675,24614218.74,,,1.000408,28220.39,1.000675,13272.74,1.00059,3.9696693,3,0_30_23
597,24,0,30,1408801.29,1,1.00054,3128125.03,,,1.000372,35610.0,1.00054,3442.88,1.000526,8.460283,3,0_30_24
598,25,0,30,625143.75,1,1.000485,8213588.72,,,1.000248,15322.23,1.000485,3926.46,1.000437,0.8201599,3,0_30_25
599,26,0,30,0.0,0,1.000295,4598148.87,,,1.000295,490454.98,1.001006,318024.21,1.000726,-6.5499544,3,0_30_26
600,27,0,30,1311987.69,-1,1.000538,8400493.94,,,1.000538,7125.83,1.001161,34109.67,1.000646,-3.6901236,3,0_30_27
601,28,0,30,2747846.16,-1,1.000228,2107377.1,,,1.000228,7696.0,1.000618,30949.98,1.000306,6.4194202,3,0_30_28
602,29,0,30,18080082.85,1,1.001701,9206532.98,,,1.000784,219160.6,1.001734,601.01,1.001732,-4.3302774,3,0_30_29
603,30,0,30,859048.15,1,1.000949,2894596.93,,,1.00078,15731.24,1.000949,12066.6,1.000876,7.009506,3,0_30_30
604,31,0,30,681393.47,-1,1.000327,999558.95,,,1.000327,24099.58,1.001217,34641.68,1.000692,-7.0399046,3,0_30_31
605,32,0,30,2863013.95,1,1.000649,4210442.05,,,1.000524,8428.35,1.000898,16060.0,1.000653,0.12040138,3,0_30_32
606,33,0,30,1288261.75,-1,0.999963,2573779.6,,,0.999599,41142.0,0.999963,3155.37,0.999937,-2.0098686,3,0_30_33
607,34,0,30,11101364.26,1,1.000252,10910537.94,,,0.999836,5187.78,1.000651,5192.01,1.000244,6.7198277,3,0_30_34
608,35,0,30,0.0,0,1.000337,6304318.78,,,1.000172,967.68,1.000337,483.92,1.000282,-1.5300512,3,0_30_35
609,36,0,30,547228.45,1,1.000732,3995755.48,,,1.000529,77976.87,1.000732,31038.9,1.000674,4.1401386,3,0_30_36
610,37,0,30,0.0,0,1.000149,11662187.81,,,1.000149,2722.72,1.000388,20949.0,1.000176,0.33020973,3,0_30_37
611,38,0,30,8770290.9,-1,1.001182,10718446.42,,,1.001182,8265.0,1.001303,15044.12,1.001224,3.5500526,3,0_30_38
612,39,0,30,0.0,0,1.00013,5760193.65,,,1.00013,7001.82,1.000361,38908.0,1.000165,-4.85003,3,0_30_39
613,40,0,30,3123665.53,1,1.000699,3075086.51,,,1.000352,8647.0,1.000815,2681.81,1.000706,-7.659793,3,0_30_40
614,41,0,30,9571057.49,-1,1.000961,82688612.77,,,1.00091,19707.0,1.001113,19711.0,1.001012,-4.389882,3,0_30_41
615,42,0,30,0.0,0,1.000033,2126585.21,,,0.999359,3112.9,1.000033,222.5,0.999988,-17.889738,3,0_30_42
616,43,0,30,644346.57,1,1.000448,1717208.94,,,1.000047,5942.18,1.000505,13113.75,1.00019,4.609823,3,0_30_43
617,44,0,30,2875867.85,-1,1.000663,8954478.84,,,1.000616,15877.5,1.000946,211.77,1.000942,1.6105175,3,0_30_44
618,45,0,30,33113623.35,1,1.000454,311067517.64,,,1.000349,29065.92,1.000454,127390.53,1.000368,0.1001358,3,0_30_45
619,46,0,30,0.0,0,1.002349,2493080.33,,,0.999182,17862.12,1.003487,2424.2,1.002975,-15.45012,3,0_30_46
620,47,0,30,481992.87,-1,1.001976,1795565.97,,,1.000998,9204.0,1.002738,9220.0,1.001868,9.360313,3,0_30_47
621,48,0,30,783372.26,1,1.000243,5411646.8,,,0.999986,5840.75,1.000243,9113.91,1.000086,-7.889867,3,0_30_48
622,49,0,30,623205.54,-1,1.001335,6773715.97,,,1.001335,95274.81,1.001612,77773.28,1.001487,-6.120205,3,0_30_49
623,50,0,30,6086146.77,-1,1.000649,5023714.64,,,1.000526,75061.28,1.00133,8256.9,1.00125,1.1003017,3,0_30_50
624,51,0,30,0.0,0,1.001186,8686308.4,,,1.000996,42139.0,1.001329,5058.36,1.001293,-2.5302172,3,0_30_51
625,52,0,30,1285314.56,-1,1.000707,7356803.7,,,1.000623,26495.7,1.001042,10507.2,1.000923,-12.689829,3,0_30_52
626,53,0,30,6346139.93,1,1.000067,14973890.8,,,0.999921,42463.4,1.000067,48027.0,0.999989,2.670288,3,0_30_53
627,54,0,30,8773654.87,-1,0.999926,9057667.2,,,0.999891,25268.32,1.000135,66058.3,0.999959,3.080368,3,0_30_54
628,55,0,30,1970587.58,-1,0.999999,3962852.23,,,0.999999,44503.62,1.000182,21900.0,1.000121,1.9800663,3,0_30_55
629,56,0,30,1781578.06,1,1.000813,5815884.41,,,1.000601,300192.0,1.000866,20206.95,1.00085,6.159544,3,0_30_56
630,57,0,30,2439967.31,1,1.001468,10990008.13,,,1.001143,21011.49,1.001512,678.04,1.0015,-8.190274,3,0_30_57
631,58,0,30,6819632.96,-1,1.000285,15976269.12,,,1.000266,5259.0,1.000571,2630.3,1.000469,-3.3700466,3,0_30_58
632,59,0,30,794916.98,-1,0.999953,4858778.62,,,0.999953,57121.61,1.00014,34729.56,1.000069,-3.889799,3,0_30_59
633,60,0,30,0.0,0,1.000077,5348818.6,,,1.000077,21788.1,1.000433,25344.0,1.000242,-1.8900633,3,0_30_60
634,61,0,30,289599.86,-1,1.001223,4636851.04,,,1.001223,39312.0,1.001401,2864.67,1.001389,-15.649796,3,0_30_61
635,62,0,30,1184418.42,-1,1.000363,3082512.15,,,1.000363,247.98,1.00121,1240.95,1.000504,11.490583,3,0_30_62
636,63,0,30,67991.31,-1,1.000107,2660236.59,,,1.000107,34867.15,1.000303,6127.2,1.000274,-2.2101402,3,0_30_63
637,64,0,30,754990.26,1,0.999597,7785236.74,,,0.998514,2877.36,0.999659,96982.22,0.998547,17.390251,3,0_30_64
638,65,0,30,3240983.4,1,1.001536,6595185.64,,,1.001323,89781.56,1.001536,33339.72,1.001478,3.4594536,3,0_30_65
639,66,0,30,0.0,0,0.999859,3825163.47,,,0.999635,57260.8,1.000026,8950.5,0.999974,4.9698353,3,0_30_66
640,67,0,30,6618534.54,1,0.999961,20765149.21,,,0.99967,687.52,0.99999,28541.21,0.999677,6.5398216,3,0_30_67
641,68,0,30,145757.84,1,1.000742,6071810.08,,,1.000654,5662.0,1.00083,43944.88,1.000674,3.889799,3,0_30_68
642,70,0,30,0.0,0,1.002722,1714606.21,,,1.00175,15455.0,1.002884,2723.16,1.002715,-8.109808,3,0_30_70
643,71,0,30,90053530.35,-1,0.998393,13472098.5,,,0.998357,13891.21,0.999578,246257.13,0.998422,12.760162,3,0_30_71
644,72,0,30,3185923.67,1,0.99997,20401187.28,,,0.999851,8388.5,0.99997,27853.14,0.999879,-0.33020973,3,0_30_72
645,73,0,30,3162726.47,1,1.000645,2660923.1,,,1.000239,65495.05,1.000645,53931.42,1.000462,2.4294853,3,0_30_73
646,74,0,30,153318.04,-1,1.000454,9386004.19,,,1.000382,22411.2,1.000968,2803.04,1.000903,-2.9200315,3,0_30_74
647,75,0,30,1606454.58,1,1.000015,6349915.89,,,0.999879,147.08,1.000015,2794.9,0.999886,-0.95009804,3,0_30_75
648,76,0,30,0.0,0,1.000821,2247192.02,,,1.00042,25323.8,1.000821,9974.0,1.000708,-3.9100647,3,0_30_76
649,77,0,30,12417632.29,1,1.00038,7479580.01,,,1.00033,36759.5,1.00038,39742.0,1.000354,7.059574,3,0_30_77
650,80,0,30,109109.86,1,0.999813,833542.36,,,0.999083,18138.66,0.999926,37553.78,0.999357,19.439459,3,0_30_80
651,81,0,30,16255768.5,1,1.001525,7285686.1,,,1.000939,21526.4,1.00159,17693.9,1.001297,19.999743,3,0_30_81
652,82,0,30,0.0,0,1.001765,780396.29,,,1.001096,28881.44,1.001765,27236.83,1.00144,-26.230217,3,0_30_82
653,83,0,30,43629384.58,-1,1.000288,79391668.4,,,1.000288,274314.96,1.000474,46621.85,1.000447,1.4400482,3,0_30_83
654,84,0,30,56395618.09,-1,1.000674,61488751.68,,,1.000438,16261.8,1.00091,5423.16,1.000792,3.3199787,3,0_30_84
655,85,0,30,1555696.95,1,0.999198,1543719.45,,,0.998734,51636.0,0.999314,40988.36,0.999057,-15.429854,3,0_30_85
656,86,0,30,178540.3,-1,1.000816,1739247.0,,,1.000438,13231.0,1.001119,662.0,1.001086,71.82956,3,0_30_86
657,87,0,30,361906.29,1,1.001942,3216430.69,,,1.000892,17722.7,1.002118,5895.72,1.001812,-12.3900175,3,0_30_87
658,88,0,30,3600756.44,-1,1.000336,28173256.79,,,1.000297,514.62,1.000491,2058.88,1.000336,-1.7601252,3,0_30_88
659,89,0,30,0.0,0,1.000265,5649183.28,,,1.000265,37792.72,1.000923,3526.4,1.000867,-7.1901083,3,0_30_89
660,90,0,30,358817.07,1,1.000813,3864724.41,,,1.00062,1654.56,1.000813,5792.08,1.000663,7.9500675,3,0_30_90
661,91,0,30,8580061.8,1,1.000873,10318805.93,,,1.000466,7364.75,1.001043,88428.0,1.00051,-5.8197975,3,0_30_91
662,92,0,30,0.0,0,0.996306,2417029.7,,,0.996306,71407.84,0.999572,1279.32,0.999515,-32.849907,3,0_30_92
663,93,0,30,77607.11,1,1.001777,2856614.26,,,1.001583,16219.66,1.001777,5183.0,1.00173,-12.230277,3,0_30_93
664,94,0,30,189221.52,-1,0.999301,1004831.52,,,0.999154,63156.3,0.999841,2854.18,0.999811,-4.749894,3,0_30_94
665,95,0,30,23481666.12,-1,1.000553,41401682.24,,,1.000461,21714.0,1.000645,55380.9,1.000513,-10.100007,3,0_30_95
666,96,0,30,1985080.2,1,1.000688,16929598.78,,,1.000523,6426.78,1.000688,22679.36,1.000559,-9.729862,3,0_30_96
667,97,0,30,0.0,0,1.000407,3481473.03,,,1.000407,3070.4,1.001137,384.08,1.001055,2.3794174,3,0_30_97
668,98,0,30,19955.12,1,1.000375,991628.48,,,0.999694,88889.19,1.000375,1191052.8,0.999742,13.940334,3,0_30_98
669,99,0,30,3239475.17,1,1.001569,4020088.29,,,1.001324,66912.0,1.001569,65663.29,1.001448,7.5101852,3,0_30_99
670,100,0,30,0.0,0,1.000579,80691.87,,,0.999839,16422.08,1.000579,5433.03,1.000395,6.649494,3,0_30_100
671,101,0,30,139010.84,-1,1.000787,1085974.22,,,0.999172,29927.82,1.001594,769.24,1.001534,3.7002563,3,0_30_101
672,103,0,30,0.0,0,1.000696,4250979.63,,,1.000277,24805.04,1.000696,13839.38,1.000546,-6.5797567,3,0_30_103
673,104,0,30,2093599.37,1,1.000152,6451238.42,,,0.999938,30271.56,1.000152,5624.4,1.000118,-3.1000376,3,0_30_104
674,105,0,30,0.0,0,1.000271,10749821.77,,,1.000271,130217.99,1.000428,132651.5,1.000349,4.980564,3,0_30_105
675,106,0,30,1809873.32,1,1.000007,4084040.02,,,0.999655,8535.0,1.000007,18185.94,0.999767,0.7903576,3,0_30_106
676,107,0,30,0.0,0,1.001316,1794725.24,,,0.999949,55570.0,1.001352,1669.44,1.001311,0.7200241,3,0_30_107
677,108,0,30,534587.12,-1,1.000054,8953949.07,,,1.000015,22852.53,1.001028,257.03,1.001016,-15.270114,3,0_30_108
678,109,0,30,346746.26,1,1.000183,7975774.1,,,1.000028,155605.06,1.000339,41852.36,1.000273,0.2002716,3,0_30_109
679,110,0,30,7255313.86,1,1.000241,16737756.9,,,1.000103,43407.0,1.000241,35888.08,1.000178,2.039671,3,0_30_110
680,111,0,30,273203.29,-1,0.999528,709117.34,,,0.999528,2479.62,0.999939,16488.96,0.999581,-10.769963,3,0_30_111
681,112,0,30,68531204.82,-1,1.000125,206642819.3,,,1.000057,77329.53,1.000125,140833.88,1.000081,6.0105324,3,0_30_112
682,113,0,30,2316843.89,-1,0.999952,4644559.31,,,0.999902,49118.42,1.000275,7652.44,1.000225,-1.7797947,3,0_30_113
683,114,0,30,950705.08,-1,0.99923,990340.89,,,0.999085,13846.0,1.001106,13874.0,1.000096,-1.9299984,3,0_30_114
684,115,0,30,0.0,0,1.000881,12547508.62,,,1.000414,4929.2,1.000962,24166.31,1.000507,1.8596649,3,0_30_115
685,116,0,30,1488332.9,-1,1.000468,2402195.75,,,1.000468,19292.7,1.00074,6432.65,1.000672,2.7501583,3,0_30_116
686,117,0,30,752362.42,-1,1.000837,1087063.45,,,1.000837,241234.8,1.001467,301749.06,1.001117,1.0597706,3,0_30_117
687,118,0,30,710137.84,1,0.999425,8077621.05,,,0.99839,3144.1,0.999628,1574.0,0.999216,0.18000603,3,0_30_118
688,119,0,30,0.0,0,1.000957,1908528.07,,,1.000444,17477.12,1.000993,819.69,1.000969,4.210472,3,0_30_119
